Specimen Collection Date,New Cases,Cumulative Cases,Data As Of,Data Loaded At
01/09/2021 12:00:00 AM,222,27540,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/12/2021 12:00:00 AM,292,28373,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/15/2021 12:00:00 AM,298,29303,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/18/2021 12:00:00 AM,179,29753,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/21/2021 12:00:00 AM,216,30409,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/24/2021 12:00:00 AM,91,30815,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/27/2021 12:00:00 AM,144,31301,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/30/2021 12:00:00 AM,141,31734,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/02/2021 12:00:00 AM,142,32138,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/05/2021 12:00:00 AM,149,32647,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/08/2021 12:00:00 AM,123,32919,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/11/2021 12:00:00 AM,111,33246,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/14/2021 12:00:00 AM,41,33423,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/17/2021 12:00:00 AM,82,33661,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/20/2021 12:00:00 AM,45,33854,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/23/2021 12:00:00 AM,73,34048,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/26/2021 12:00:00 AM,48,34210,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/01/2021 12:00:00 AM,48,34308,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/04/2021 12:00:00 AM,33,34423,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/07/2021 12:00:00 AM,20,34508,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/10/2021 12:00:00 AM,27,34609,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/13/2021 12:00:00 AM,21,34721,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/16/2021 12:00:00 AM,25,34801,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/19/2021 12:00:00 AM,49,34912,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/22/2021 12:00:00 AM,43,35007,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/25/2021 12:00:00 AM,45,35140,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/28/2021 12:00:00 AM,18,35223,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/31/2021 12:00:00 AM,52,35357,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/03/2021 12:00:00 AM,24,35454,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/06/2021 12:00:00 AM,34,35559,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/09/2021 12:00:00 AM,30,35676,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/12/2021 12:00:00 AM,41,35764,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/15/2021 12:00:00 AM,47,35889,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/18/2021 12:00:00 AM,14,35961,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/21/2021 12:00:00 AM,22,36053,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/24/2021 12:00:00 AM,16,36120,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/27/2021 12:00:00 AM,19,36194,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
04/30/2021 12:00:00 AM,32,36294,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/03/2021 12:00:00 AM,23,36345,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/06/2021 12:00:00 AM,22,36420,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/09/2021 12:00:00 AM,16,36470,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/12/2021 12:00:00 AM,19,36526,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/15/2021 12:00:00 AM,6,36572,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/18/2021 12:00:00 AM,17,36622,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/21/2021 12:00:00 AM,12,36680,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/24/2021 12:00:00 AM,16,36707,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/27/2021 12:00:00 AM,13,36758,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
05/30/2021 12:00:00 AM,12,36786,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/02/2021 12:00:00 AM,17,36839,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/05/2021 12:00:00 AM,8,36879,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/08/2021 12:00:00 AM,13,36909,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/11/2021 12:00:00 AM,10,36946,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/14/2021 12:00:00 AM,14,36972,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/17/2021 12:00:00 AM,17,37011,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/20/2021 12:00:00 AM,8,37032,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/23/2021 12:00:00 AM,13,37079,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/26/2021 12:00:00 AM,15,37126,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
06/29/2021 12:00:00 AM,42,37209,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/02/2021 12:00:00 AM,32,37325,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/05/2021 12:00:00 AM,17,37394,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/08/2021 12:00:00 AM,103,37652,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/11/2021 12:00:00 AM,57,37863,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/14/2021 12:00:00 AM,131,38223,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/17/2021 12:00:00 AM,107,38638,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/20/2021 12:00:00 AM,237,39139,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/23/2021 12:00:00 AM,228,39856,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/26/2021 12:00:00 AM,283,40401,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
07/29/2021 12:00:00 AM,446,41600,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/01/2021 12:00:00 AM,144,42222,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/04/2021 12:00:00 AM,329,43249,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/07/2021 12:00:00 AM,162,43958,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/10/2021 12:00:00 AM,253,44625,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/13/2021 12:00:00 AM,212,45349,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/16/2021 12:00:00 AM,243,45822,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/19/2021 12:00:00 AM,217,46465,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/22/2021 12:00:00 AM,82,46787,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/25/2021 12:00:00 AM,191,47320,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/28/2021 12:00:00 AM,72,47693,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
08/31/2021 12:00:00 AM,148,48049,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/03/2021 12:00:00 AM,111,48416,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/06/2021 12:00:00 AM,66,48607,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/09/2021 12:00:00 AM,151,49052,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/12/2021 12:00:00 AM,42,49288,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/15/2021 12:00:00 AM,134,49675,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/18/2021 12:00:00 AM,65,49961,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/21/2021 12:00:00 AM,97,50216,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/24/2021 12:00:00 AM,80,50494,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/27/2021 12:00:00 AM,118,50700,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
09/30/2021 12:00:00 AM,113,51003,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/03/2021 12:00:00 AM,39,51177,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/06/2021 12:00:00 AM,115,51466,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/09/2021 12:00:00 AM,36,51636,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/12/2021 12:00:00 AM,77,51802,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/15/2021 12:00:00 AM,61,51982,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/18/2021 12:00:00 AM,71,52109,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/21/2021 12:00:00 AM,59,52320,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/24/2021 12:00:00 AM,11,52417,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/27/2021 12:00:00 AM,90,52631,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
10/30/2021 12:00:00 AM,45,52793,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/02/2021 12:00:00 AM,83,52964,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/05/2021 12:00:00 AM,113,53302,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/08/2021 12:00:00 AM,78,53475,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/11/2021 12:00:00 AM,85,53691,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/14/2021 12:00:00 AM,27,53809,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/17/2021 12:00:00 AM,83,54034,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/20/2021 12:00:00 AM,45,54195,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/23/2021 12:00:00 AM,68,54358,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/26/2021 12:00:00 AM,45,54483,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
11/29/2021 12:00:00 AM,82,54635,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/02/2021 12:00:00 AM,92,54958,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/05/2021 12:00:00 AM,49,55145,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/08/2021 12:00:00 AM,110,55449,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/11/2021 12:00:00 AM,64,55703,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/14/2021 12:00:00 AM,230,56113,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/17/2021 12:00:00 AM,323,57042,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/20/2021 12:00:00 AM,612,58134,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/23/2021 12:00:00 AM,1118,61201,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/26/2021 12:00:00 AM,819,62683,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
12/29/2021 12:00:00 AM,1757,67976,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/01/2022 12:00:00 AM,301,71273,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/04/2022 12:00:00 AM,3046,78127,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/07/2022 12:00:00 AM,2483,86656,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/10/2022 12:00:00 AM,1716,90805,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/13/2022 12:00:00 AM,2097,97096,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/16/2022 12:00:00 AM,895,101003,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/19/2022 12:00:00 AM,1606,105901,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/22/2022 12:00:00 AM,721,109369,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/25/2022 12:00:00 AM,994,112043,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/28/2022 12:00:00 AM,612,114297,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
01/31/2022 12:00:00 AM,592,115485,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/03/2022 12:00:00 AM,427,116855,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/06/2022 12:00:00 AM,171,117601,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/09/2022 12:00:00 AM,350,118717,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/12/2022 12:00:00 AM,117,119330,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/15/2022 12:00:00 AM,200,119881,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/18/2022 12:00:00 AM,154,120429,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/21/2022 12:00:00 AM,130,120710,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/24/2022 12:00:00 AM,139,121151,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
02/27/2022 12:00:00 AM,60,121424,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/02/2022 12:00:00 AM,109,121790,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/05/2022 12:00:00 AM,60,122049,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/08/2022 12:00:00 AM,81,122269,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/11/2022 12:00:00 AM,85,122544,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
03/14/2022 12:00:00 AM,106,122745,03/21/2022 04:30:01 AM,03/21/2022 07:00:09 AM
